an_id,platforms,logsource,channel,dc_id,dc_name
AN0125,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN0126,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN0126,Windows,WinEventLog:Sysmon,EventCode=10,DC0035,Process Access
AN0127,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0127,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN0128,Linux,auditd:SYSCALL,"execve or syscall invoking vm artifact check commands (e.g., dmidecode, lspci, dmesg)",DC0032,Process Creation
AN0128,Linux,auditd:SYSCALL,"sleep function usage or loops (nanosleep, usleep) in scripts",DC0064,Command Execution
AN0129,macOS,macos:unifiedlog,"execution of system_profiler, ioreg, kextstat with argument patterns related to VM/sandbox checks",DC0032,Process Creation
AN0129,macOS,macos:unifiedlog,dynamic loading of sleep-related functions or sandbox detection libraries,DC0016,Module Load
AN0130,Windows,WinEventLog:Security,"EventCode=4663, 4670, 4656",DC0055,File Access
AN0130,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0130,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0130,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN0131,Windows,WinEventLog:PowerShell,"EventCode=4103, 4104, 4105, 4106",DC0064,Command Execution
AN0131,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN0131,Windows,azure:signinlogs,"Abnormal sign-in from scripting tools (PowerShell, AADInternals)",DC0067,Logon Session Creation
AN0131,Windows,m365:purview,MailItemsAccessed & Exchange Audit,DC0038,Application Log Content
AN0132,Office Suite,azure:signinlogs,Suspicious login to cloud mailbox system,DC0067,Logon Session Creation
AN0132,Office Suite,m365:purview,"MailItemsAccessed, Search-Mailbox events",DC0038,Application Log Content
AN0132,Office Suite,m365:unified,"Search-Mailbox, Get-MessageTrace, eDiscovery requests",DC0064,Command Execution
AN0133,Windows,EDR:cli,Command Line Telemetry,DC0064,Command Execution
AN0133,Windows,WinEventLog:Security,"EventCode=4663, 4670, 4656",DC0063,Windows Registry Key Modification
AN0133,Windows,WinEventLog:Security,Firewall Rule Modification,DC0051,Firewall Rule Modification
AN0133,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0134,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN0134,Linux,auditd:SYSCALL,PATH,DC0061,File Modification
AN0135,macOS,macos:osquery,file_events,DC0061,File Modification
AN0135,macOS,macos:unifiedlog,"log stream --predicate 'eventMessage contains ""loginwindow"" or ""pfctl""'",DC0064,Command Execution
AN0136,Network Devices,NSM:Flow,Session History Reset,DC0085,Network Traffic Content
AN0136,Network Devices,networkdevice:syslog,Command Audit / Configuration Change,DC0064,Command Execution
AN0137,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0137,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0137,Windows,WinEventLog:Sysmon,EventCode=2,DC0061,File Modification
AN0137,Windows,WinEventLog:Sysmon,"EventCode=13, 14",DC0063,Windows Registry Key Modification
AN0138,Office Suite,WinEventLog:Application,"Office Add-in load errors, abnormal loading context, or unsigned add-in warnings",DC0038,Application Log Content
AN0138,Office Suite,WinEventLog:Microsoft-Office/OutlookAddinMonitor,Outlook loading add-in via unexpected load path or non-default profile context,DC0064,Command Execution
AN0139,Windows,WinEventLog:Security,"EventCode=4663, 4670, 4656",DC0055,File Access
AN0139,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0140,Linux,auditd:PATH,file path matches exclusion directories,DC0059,File Metadata
AN0140,Linux,auditd:SYSCALL,open or creat syscalls targeting excluded paths,DC0039,File Creation
AN0141,macOS,macos:unifiedlog,file creation in AV exclusion directories,DC0039,File Creation
AN0141,macOS,macos:unifiedlog,process writes or modifies files in excluded paths,DC0032,Process Creation
AN0142,Linux,auditd:SYSCALL,execve call for sudo where euid != uid,DC0034,Process Metadata
AN0142,Linux,auditd:SYSCALL,execve call for modification of /etc/sudoers or writing to /var/db/sudo,DC0061,File Modification
AN0143,macOS,macos:unifiedlog,exec or sudo usage with NOPASSWD context or echo modifying sudoers,DC0064,Command Execution
AN0143,macOS,macos:unifiedlog,Terminal process killed (killall Terminal) immediately after sudoers modification,DC0033,Process Termination
AN0144,Windows,NSM:Flow,HTTP ,DC0085,Network Traffic Content
AN0145,Linux,auditd:SYSCALL,connect,DC0082,Network Connection Creation
AN0146,macOS,macos:unifiedlog,network flow,DC0085,Network Traffic Content
AN0146,macOS,macos:unifiedlog,process,DC0032,Process Creation
AN0147,Windows,WinEventLog:Security,"EventCode=4624, 4648",DC0067,Logon Session Creation
AN0147,Windows,WinEventLog:Security,EventCode=4625,DC0002,User Account Authentication
AN0147,Windows,WinEventLog:Security,EventCode=4672,DC0088,Logon Session Metadata
AN0147,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0147,Windows,m365:unified,"SendOnBehalf, MessageSend, ClickThrough, MailItemsAccessed",DC0038,Application Log Content
AN0148,Linux,Application:Mail,smtpd$.*$: .*from=[.*@internaldomain.com](mailto:.*@internaldomain.com) to=[.*@internaldomain.com](mailto:.*@internaldomain.com),DC0038,Application Log Content
AN0148,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN0148,Linux,linux:syslog,curl|wget|python .*http,DC0085,Network Traffic Content
AN0149,macOS,macos:unifiedlog,com.apple.mail.* exec.*,DC0032,Process Creation
AN0149,macOS,macos:unifiedlog,curl|osascript.*open location,DC0085,Network Traffic Content
AN0150,SaaS,saas:slack,"file_upload, message_send, message_click",DC0038,Application Log Content
AN0151,Office Suite,WinEventLog:Security,"EventCode=4103, 4104, 4105, 4106",DC0064,Command Execution
AN0151,Office Suite,m365:unified,"SendOnBehalf, MessageSend, AttachmentPreviewed",DC0038,Application Log Content
AN0152,Windows,NSM:Flow,query: High-volume LDAP traffic with filters targeting groupPolicyContainer attributes,DC0085,Network Traffic Content
AN0152,Windows,WinEventLog:PowerShell,"EventCode=4103, 4104, 4105, 4106",DC0064,Command Execution
AN0152,Windows,WinEventLog:Security,EventCode=4661,DC0071,Active Directory Object Access
AN0152,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0153,Windows,WinEventLog:Security,EventCode=4657,DC0063,Windows Registry Key Modification
AN0153,Windows,WinEventLog:Sysmon,EventCode=12,DC0056,Windows Registry Key Creation
AN0153,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0154,Linux,auditd:EXECVE,execve: Execution of update-ca-certificates or trust anchor modification commands,DC0064,Command Execution
AN0154,Linux,auditd:SYSCALL,"open, write: File modifications under /etc/ssl/certs, /usr/local/share/ca-certificates, or /etc/pki/ca-trust/source/anchors",DC0061,File Modification
AN0155,macOS,macos:osquery,query: Enumeration of root certificates showing unexpected additions,DC0061,File Modification
AN0155,macOS,macos:unifiedlog,Execution of /usr/bin/security add-trusted-cert or keychain modifications to System.keychain,DC0064,Command Execution
AN0156,macOS,macos:unifiedlog,ptrace or task_for_pid,DC0035,Process Access
AN0156,macOS,macos:unifiedlog,"execution of memory inspection tools (lldb, gdb, osqueryi)",DC0032,Process Creation
AN0157,Linux,auditd:EXECVE,"gcore, gdb, strings, hexdump execution",DC0064,Command Execution
AN0157,Linux,auditd:FILE,/proc/*/mem read attempt,DC0055,File Access
AN0157,Linux,auditd:SYSCALL,ptrace attach,DC0035,Process Access
AN0158,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN0158,Windows,etw:Microsoft-Windows-NDIS-PacketCapture,TLS Handshake/Network Flow,DC0085,Network Traffic Content
AN0159,Linux,NSM:Flow,HTTP/TLS Logs,DC0085,Network Traffic Content
AN0159,Linux,auditd:SYSCALL,connect,DC0082,Network Connection Creation
AN0160,macOS,macos:osquery,process_events/socket_events,DC0082,Network Connection Creation
AN0160,macOS,macos:unifiedlog,subsystem: com.apple.network,DC0085,Network Traffic Content
AN0161,ESXi,NSM:Firewall,Outbound Connections,DC0082,Network Connection Creation
AN0161,ESXi,esxi:vobd,Network Events,DC0078,Network Traffic Flow
AN0162,Windows,WinEventLog:Security,"EventCode=4663, 4670, 4656",DC0055,File Access
AN0162,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0162,Windows,WinEventLog:Sysmon,EventCode=2,DC0061,File Modification
AN0162,Windows,WinEventLog:Sysmon,EventCode=15,DC0059,File Metadata
AN0163,Linux,auditd:SYSCALL,"open, unlink, rename: Suspicious file access, deletion, or modification of sensitive paths",DC0061,File Modification
AN0163,Linux,linux:syslog,Unexpected SQL or application log entries showing tampered or malformed data,DC0085,Network Traffic Content
AN0164,macOS,macos:osquery,"open, execve: Unexpected processes accessing or modifying critical files",DC0021,OS API Execution
AN0164,macOS,macos:unifiedlog,Anomalous plist modifications or sensitive file overwrites by non-standard processes,DC0061,File Modification
AN0165,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN0165,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0165,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0166,Linux,auditd:SYSCALL,"connect, execve, write",DC0064,Command Execution
AN0166,Linux,auditd:SYSCALL,file creation/modification,DC0039,File Creation
AN0166,Linux,iptables:LOG,TCP connections,DC0078,Network Traffic Flow
AN0167,macOS,macos:endpointsecurity,ES_EVENT_TYPE_NOTIFY_EXEC,DC0032,Process Creation
AN0167,macOS,macos:unifiedlog,file write/create,DC0039,File Creation
AN0167,macOS,macos:unifiedlog,connection open,DC0082,Network Connection Creation
AN0168,ESXi,esxi:hostd,command execution,DC0064,Command Execution
AN0168,ESXi,esxi:vmkernel,file write,DC0039,File Creation
AN0169,Network Devices,NSM:Flow,connection metadata,DC0078,Network Traffic Flow
AN0169,Network Devices,snmp:syslog,firmware write/log event,DC0039,File Creation
AN0170,Windows,WinEventLog:Security,EventCode=4672,DC0088,Logon Session Metadata
AN0170,Windows,WinEventLog:Sysmon,"EventCode=13, 14",DC0063,Windows Registry Key Modification
AN0170,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0171,Linux,auditd:EXECVE,"Execution of auditctl, systemctl stop auditd, or kill -9 auditd",DC0064,Command Execution
AN0171,Linux,auditd:FILE,Modification or deletion of /etc/audit/audit.rules or /etc/audit/audit.conf,DC0061,File Modification
AN0171,Linux,auditd:SYSCALL,kill syscalls targeting auditd process,DC0020,Process Modification
AN0171,Linux,linux:syslog,auditd service stopped or disabled,DC0041,Service Metadata
AN0172,Windows,EDR:hunting,Advanced Hunting: DeviceProcessEvents + DeviceNetworkEvents,DC0085,Network Traffic Content
AN0172,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0173,macOS,macos:osquery,process_events,DC0032,Process Creation
AN0173,macOS,macos:syslog,system.log,DC0064,Command Execution
AN0173,macOS,macos:unifiedlog,"log stream --predicate 'eventMessage contains ""python""'",DC0029,Script Execution
AN0174,Linux,auditd:SYSCALL,execve,DC0032,Process Creation
AN0174,Linux,linux:syslog,/var/log/syslog,DC0029,Script Execution
AN0175,ESXi,esxi:hostd,/var/log/hostd.log,DC0064,Command Execution
AN0175,ESXi,esxi:vobd,/var/log/vobd.log,DC0032,Process Creation
AN0176,Windows,WinEventLog:Security,EventCode=4657,DC0063,Windows Registry Key Modification
AN0176,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0176,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0176,Windows,WinEventLog:Sysmon,EventCode=15,DC0059,File Metadata
AN0177,Containers,docker:daemon,docker exec or docker run with unexpected command/entrypoint,DC0064,Command Execution
AN0177,Containers,kubernetes:apiserver,kubectl exec or kubelet API calls targeting running pods,DC0032,Process Creation
AN0178,Windows,NSM:Flow,"Suspicious URL patterns, uncommon TLDs, short-lived domains, URL shorteners; HTTP method GET/POST",DC0085,Network Traffic Content
AN0178,Windows,WinEventLog:Security,EventCode=4688,DC0032,Process Creation
AN0178,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN0178,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0179,Linux,NSM:Flow,"Suspicious URL patterns, uncommon TLDs, URL shorteners",DC0085,Network Traffic Content
AN0179,Linux,auditd:SYSCALL,"execve: Execs of chromium, google-chrome, firefox, libreoffice with http(s) in cmdline",DC0082,Network Connection Creation
AN0179,Linux,auditd:SYSCALL,"open,creat,rename: Writes in $HOME/Downloads, /tmp, ~/.cache with exe/script/archive/office extensions",DC0039,File Creation
AN0180,macOS,NSM:Connections,New outbound connection from Safari/Chrome/Firefox/Word,DC0082,Network Connection Creation
AN0180,macOS,fs:fsevents,Create in /Users/*/Downloads or /private/var/folders/* with quarantine attribute,DC0039,File Creation
AN0180,macOS,macos:unifiedlog,open URL|clicked link|LSQuarantineAttach,DC0085,Network Traffic Content
AN0181,Linux,auditd:SYSCALL,execve call including 'nohup' or trailing '&',DC0064,Command Execution
AN0181,Linux,auditd:SYSCALL,process persists beyond parent shell termination,DC0032,Process Creation
AN0182,Windows,WinEventLog:PowerShell,"EventCode=4103, 4104, 4105, 4106",DC0064,Command Execution
AN0182,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0183,macOS,macos:unifiedlog,"nohup, disown, or osascript execution patterns",DC0064,Command Execution
AN0183,macOS,macos:unifiedlog,background process persists beyond user logout,DC0032,Process Creation
AN0184,Windows,WinEventLog:Microsoft-IIS-Configuration,Module or ISAPI filter registration events,DC0065,Service Modification
AN0184,Windows,WinEventLog:Security,"EventCode=4663, 4670, 4656",DC0061,File Modification
AN0184,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0184,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN0184,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0184,Windows,WinEventLog:System,Changes to applicationhost.config or DLLs loaded by w3wp.exe,DC0038,Application Log Content
AN0185,Windows,WinEventLog:Security,EventCode=6416,DC0038,Application Log Content
AN0185,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0185,Windows,WinEventLog:Sysmon,EventCode=6,DC0079,Driver Load
AN0185,Windows,WinEventLog:Sysmon,EventCode=7,DC0016,Module Load
AN0185,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0185,Windows,WinEventLog:Sysmon,"EventCode=3, 22",DC0082,Network Connection Creation
AN0185,Windows,WinEventLog:System,"Kernel-PnP 410/400 device install, disk added",DC0042,Drive Creation
AN0185,Windows,wineventlog:dhcp,DHCP Lease Granted,DC0078,Network Traffic Flow
AN0186,Linux,NSM:Flow,LEASE_GRANTED,DC0078,Network Traffic Flow
AN0186,Linux,auditd:SYSCALL,"mknod,open,openat",DC0042,Drive Creation
AN0186,Linux,linux:syslog,usb * new|thunderbolt|pci .* added|block.*: new .* device,DC0038,Application Log Content
AN0187,macOS,NSM:Flow,MAC not in allow-list acquiring IP (DHCP),DC0078,Network Traffic Flow
AN0187,macOS,macos:unifiedlog,Device attached|enumerated VID/PID,DC0038,Application Log Content
AN0187,macOS,macos:unifiedlog,mounted|appeared|DA: disk* attached,DC0042,Drive Creation
AN0188,Windows,WinEventLog:Sysmon,EventCode=11,DC0039,File Creation
AN0188,Windows,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0188,Windows,m365:unified,"Send/Receive: Emails with suspicious sender domains, spoofed headers, or anomalous attachment types",DC0038,Application Log Content
AN0189,Linux,Application:Mail,"Inbound messages with anomalous headers, spoofed SPF/DKIM failures",DC0038,Application Log Content
AN0189,Linux,auditd:SYSCALL,"execve: Execution of scripts or binaries sourced from mail directories (/var/mail, ~/Maildir)",DC0032,Process Creation
AN0190,macOS,macos:unifiedlog,Inbound email activity with suspicious domains or mismatched sender information,DC0038,Application Log Content
AN0190,macOS,macos:unifiedlog,"Preview.app, Safari.app, or Mail.app spawning new processes outside normal patterns",DC0032,Process Creation
AN0191,Office Suite,WinEventLog:Sysmon,EventCode=1,DC0032,Process Creation
AN0191,Office Suite,m365:unified,FileAccessed: Access of email attachments by Office applications,DC0038,Application Log Content
AN0192,Identity Provider,azure:signinlogs,"Failed MFA attempts, unusual conditional access triggers, login attempts from unexpected IP ranges",DC0067,Logon Session Creation
